Year,Distance,Fuel,Seller_Type,isManual,Owner,Engine,Power,Seats,Price
2018,50000,1,3,0,2,1995.0,184.0,5.0,2650000
2019,29221,1,3,0,1,1995.0,184.0,5.0,3785000
2012,77000,1,3,0,2,1968.0,177.0,5.0,1175000
2022,5500,1,3,0,0,1950.0,192.0,5.0,6400000
2013,70000,1,3,0,2,1995.0,184.0,5.0,1450000
2017,65341,1,3,0,2,2993.0,258.0,5.0,4900000
2022,32000,4,3,0,1,1498.0,119.0,5.0,1390000
2018,9500,4,3,0,1,3902.0,660.0,2.0,35000000
2020,17904,1,3,0,1,1968.0,141.0,5.0,2990000
2012,95000,1,3,0,1,2179.0,190.0,5.0,2150000
2013,72000,0,3,1,1,998.0,59.0,5.0,315000
2018,25275,4,3,0,1,2996.0,362.0,5.0,8500000
2016,67850,0,3,1,1,998.0,58.0,5.0,400000
2010,60000,4,3,1,1,624.0,35.0,4.0,49000
2017,105000,1,1,1,1,1248.0,74.0,5.0,610000
2019,45000,4,3,0,1,1591.0,122.0,5.0,1075000
2021,8000,1,3,0,1,1950.0,192.0,5.0,7500000
2018,38000,4,1,0,1,1798.0,138.0,5.0,1321000
2020,55055,1,3,1,1,1248.0,89.0,5.0,950000
2021,22000,4,3,1,1,1197.0,83.0,5.0,825000
2013,95000,1,3,1,2,2477.0,176.0,7.0,1300000
2014,25704,4,3,1,1,1197.0,85.0,5.0,465000
2016,55353,1,3,1,2,1248.0,74.0,5.0,475000
2015,80000,1,3,0,1,1968.0,174.0,5.0,1775000
2018,62000,4,1,0,1,1197.0,103.0,5.0,825000
2019,41526,1,3,0,1,3198.0,197.0,7.0,3450000
2018,29434,4,3,1,2,1047.0,69.0,5.0,379000
2017,42000,4,3,1,1,1198.0,67.0,5.0,240000
2021,14000,4,3,1,1,1497.0,114.0,5.0,1525000
2014,35000,1,3,0,1,1995.0,184.0,5.0,1400000
2016,6000,4,3,0,1,5204.0,602.0,2.0,24000000
2018,61000,1,3,0,2,2143.0,134.0,5.0,2450000
2015,45000,1,3,0,1,2143.0,134.0,5.0,1789999
2019,31000,1,3,0,1,1950.0,192.0,5.0,4275000
2020,39000,4,3,1,1,1197.0,82.0,5.0,775000
2012,52000,4,3,1,1,998.0,67.0,5.0,229999
2011,54000,0,3,1,1,998.0,59.0,5.0,280000
2018,51000,4,3,1,1,814.0,55.0,5.0,300000
2011,72000,4,3,1,1,998.0,67.0,5.0,160000
2011,65000,4,3,1,1,796.0,47.0,5.0,150000
2020,50000,1,3,0,1,1950.0,241.0,5.0,8300000
2016,80251,1,3,0,2,1968.0,174.0,5.0,1685000
2010,86000,4,3,1,2,1197.0,80.0,5.0,270000
2014,42505,4,3,1,1,796.0,47.0,5.0,210000
2017,42000,4,3,1,1,1197.0,82.0,5.0,625000
2017,42200,1,3,0,1,2993.0,262.0,4.0,6900000
2019,57600,4,3,0,1,1353.0,138.0,5.0,1490000
2018,57000,1,3,1,1,2179.0,153.0,7.0,1095000
2014,85000,1,3,0,1,2953.0,154.0,7.0,850000
2016,128000,1,1,0,2,1995.0,182.0,5.0,1600000
2011,66000,4,3,1,1,1496.0,80.0,5.0,265000
2013,58000,4,3,1,1,1598.0,103.0,5.0,360000
2012,89445,1,3,1,1,1248.0,75.0,5.0,350000
2015,64120,1,3,1,2,2982.0,169.0,7.0,1485000
2017,82300,4,3,1,1,1373.0,91.0,5.0,800000
2017,73000,1,3,1,1,1248.0,89.0,5.0,710000
2018,72000,1,3,1,1,1598.0,118.0,5.0,710000
2018,50197,4,3,1,1,999.0,75.0,5.0,720000
2014,44527,4,3,1,1,1198.0,87.0,5.0,395000
2017,72400,1,3,0,1,1968.0,188.0,5.0,2799000
2014,50000,4,3,1,2,1499.0,109.0,5.0,455000
2014,37000,4,3,1,1,1497.0,117.0,5.0,690000
2021,20000,1,3,0,1,2925.0,326.0,7.0,13000000
2020,8000,1,3,0,1,1956.0,168.0,5.0,1995000
2014,69000,1,3,0,2,1995.0,190.0,5.0,1750000
2019,25000,1,3,0,1,1995.0,184.0,5.0,2900000
2022,17000,1,3,0,1,1995.0,184.0,5.0,4500000
2013,61000,4,3,1,1,1497.0,116.0,5.0,450000
2015,69000,1,3,0,1,1995.0,188.0,5.0,2149000
2015,77000,1,3,0,2,2987.0,258.0,7.0,4200000
2018,82200,1,3,1,1,1497.0,108.0,5.0,860000
2018,28000,4,3,1,1,1497.0,117.0,5.0,875000
2011,117000,1,3,1,2,2179.0,122.0,7.0,580000
2021,7900,1,3,0,1,1996.0,215.0,6.0,3500000
2010,72000,4,3,1,1,1298.0,87.0,5.0,229999
2015,79000,1,3,0,2,1968.0,174.0,5.0,1513000
2013,72600,4,3,1,1,998.0,67.0,5.0,234000
2018,42313,4,3,0,2,999.0,67.0,5.0,320000
2021,18000,1,3,0,1,1995.0,190.0,5.0,5975000
2019,90000,1,3,1,1,1248.0,89.0,5.0,1025000
2010,18500,4,3,1,1,796.0,47.0,5.0,169000
2017,36000,1,3,1,1,1248.0,74.0,5.0,630000
2020,26200,4,3,0,1,998.0,118.0,5.0,1090000
2019,11000,4,3,1,2,1197.0,82.0,5.0,700000
2021,14366,4,3,1,1,1197.0,89.0,5.0,661000
2011,98000,1,3,1,1,2179.0,120.0,7.0,250999
2017,65000,1,3,1,2,1493.0,84.0,7.0,565000
2014,126000,1,3,1,1,2494.0,100.0,7.0,750000
2015,71700,1,3,0,2,1968.0,174.0,5.0,1850000
2016,114000,1,3,1,1,2179.0,138.0,7.0,850000
2016,58339,1,3,1,1,1396.0,89.0,5.0,535000
2019,72040,1,3,0,1,1248.0,74.0,5.0,770000
2019,6000,4,3,0,1,1998.0,248.0,5.0,3650000
2022,6200,4,3,1,1,998.0,118.0,5.0,1195000
2012,44000,4,3,0,3,5461.0,368.0,5.0,1650000
2021,6900,4,3,0,1,1798.0,177.0,5.0,3199000
2022,2500,4,3,0,1,1991.0,194.0,5.0,7100000
2016,68000,4,3,0,1,1197.0,103.0,5.0,625000
2018,36000,1,3,1,1,1248.0,89.0,5.0,745000
2021,19000,4,3,1,1,1086.0,68.0,5.0,551000
2019,10000,1,3,0,1,1950.0,192.0,5.0,5950000
2019,35000,1,3,0,1,2993.0,244.0,5.0,22000000
2019,6400,1,3,0,1,1496.0,114.0,5.0,3300000
2019,34000,1,3,0,1,3198.0,197.0,7.0,3250000
2016,35000,1,3,0,2,1461.0,108.0,5.0,690000
2019,46000,1,3,0,1,1248.0,89.0,5.0,894999
2016,83000,1,3,1,1,1598.0,105.0,5.0,550000
2013,54000,1,3,1,3,1498.0,89.0,5.0,399000
2020,42000,4,3,1,1,1497.0,113.0,5.0,1275000
2020,41441,4,3,1,1,1196.0,73.0,5.0,535000
2018,48174,1,3,1,1,1248.0,89.0,5.0,825000
2016,62591,1,3,1,1,1498.0,99.0,5.0,585000
2017,48650,4,3,0,1,1199.0,89.0,5.0,675000
2017,52245,1,3,1,1,1248.0,89.0,5.0,795000
2021,7500,4,3,0,1,1991.0,194.0,5.0,6500000
2017,65000,1,3,1,1,1396.0,89.0,5.0,611000
2015,43297,4,3,1,1,998.0,67.0,5.0,390000
2019,44710,4,3,1,1,1197.0,83.0,5.0,650000
2013,62000,1,3,1,1,1461.0,108.0,5.0,390000
2017,59267,1,3,0,1,1968.0,188.0,5.0,2400000
2011,69000,4,3,1,1,1197.0,85.0,5.0,385000
2017,75000,4,0,1,1,1197.0,83.0,5.0,450000
2020,52236,4,3,1,1,1197.0,81.0,5.0,649000
2019,15530,1,3,0,1,1968.0,141.0,5.0,2900000
2014,64000,1,3,1,1,1248.0,74.0,5.0,400000
2020,35000,4,3,0,1,1197.0,82.0,5.0,599000
2019,92000,1,3,1,1,2755.0,174.0,7.0,2980000
2018,18000,4,3,0,1,1395.0,148.0,5.0,3500000
2016,50000,4,3,1,1,1199.0,89.0,5.0,400000
2022,2000,4,3,0,1,1991.0,194.0,5.0,6975000
2016,16000,1,3,0,1,2143.0,201.0,5.0,5400000
2015,103890,1,3,0,2,2987.0,258.0,7.0,3700000
2018,71000,4,3,1,1,998.0,67.0,5.0,445000
2021,12000,1,3,1,1,2184.0,130.0,4.0,1475000
2016,93000,1,3,0,1,2755.0,174.0,7.0,2800000
2013,63000,4,3,1,2,814.0,56.0,5.0,190000
2020,10000,4,3,1,1,1197.0,83.0,5.0,600000
2020,33828,1,3,0,1,1493.0,114.0,5.0,1835000
2019,48000,0,3,1,1,998.0,58.0,5.0,550000
2017,71000,1,3,1,1,1248.0,89.0,5.0,715000
2022,18000,1,3,0,1,2184.0,182.0,7.0,2540000
2019,50000,0,3,1,1,998.0,58.0,5.0,525000
2015,48000,4,3,1,1,1197.0,81.0,5.0,425000
2022,4000,4,3,0,1,1197.0,87.0,5.0,795000
2010,73000,4,3,1,2,1497.0,118.0,5.0,269000
2013,170669,1,3,0,1,2982.0,171.0,7.0,1450000
2014,68000,1,3,1,1,1582.0,128.0,5.0,565000
2015,70000,1,3,0,2,1995.0,190.0,5.0,2550000
2015,57654,4,3,1,1,1197.0,82.0,5.0,529000
2019,22000,4,3,1,1,998.0,67.0,5.0,400000
2019,41792,4,3,1,1,1462.0,103.0,6.0,975000
2017,41000,1,3,0,1,1995.0,188.0,5.0,2600000
2013,107021,1,3,0,2,2987.0,258.0,7.0,2390000
2019,17000,4,3,1,1,1353.0,138.0,5.0,1550000
2019,57993,4,3,0,1,998.0,67.0,5.0,430000
2018,32000,4,3,1,1,1197.0,83.0,5.0,600000
2018,25914,4,1,0,1,1798.0,138.0,5.0,1650000
2022,4500,4,3,0,1,2995.0,335.0,7.0,9400000
2014,114000,4,3,1,2,998.0,67.0,5.0,250000
2016,105000,1,3,0,2,2179.0,138.0,7.0,994999
2016,45000,1,3,1,1,1248.0,89.0,5.0,675000
2014,30183,4,3,1,1,1197.0,85.0,5.0,455000
2016,73190,4,3,1,2,998.0,67.0,5.0,345000
2022,13120,4,3,0,1,1998.0,189.0,5.0,4700000
2014,64000,4,3,1,1,1797.0,147.0,5.0,700000
2014,140000,1,3,1,1,1498.0,99.0,5.0,499000
2015,39000,4,3,1,1,1373.0,91.0,5.0,590000
2014,56918,4,3,0,2,1198.0,76.0,5.0,490000
2018,55000,1,3,0,1,1248.0,74.0,5.0,695000
2019,42000,1,3,1,1,1396.0,89.0,5.0,1025000
2021,25000,4,3,0,1,1984.0,188.0,7.0,3375000
2019,28000,1,3,1,1,2393.0,148.0,8.0,2250000
2018,43000,1,3,0,2,2143.0,134.0,5.0,2650000
2021,16000,4,3,1,1,1197.0,83.0,5.0,715000
2019,27657,1,3,0,2,1582.0,126.0,5.0,1200000
2012,30000,4,3,1,1,998.0,68.0,5.0,275000
2012,111000,4,3,1,1,1497.0,116.0,5.0,445000
2016,37600,1,3,0,1,2143.0,134.0,4.0,1850000
2017,48000,1,3,1,1,1248.0,74.0,5.0,665000
2019,37000,1,3,1,1,1396.0,89.0,5.0,1090000
2015,54000,1,3,0,1,2987.0,255.0,5.0,5500000
2017,81802,1,3,0,2,1968.0,190.0,5.0,2400000
2018,45915,1,3,0,1,1582.0,126.0,5.0,1085000
2021,24000,4,3,0,1,1999.0,157.0,6.0,2140000
2019,22224,4,3,0,1,1199.0,89.0,5.0,795000
2021,38000,0,3,1,1,1373.0,94.0,7.0,1080000
2018,53848,4,3,1,1,1199.0,89.0,5.0,628000
2013,104264,1,3,0,2,1995.0,188.0,5.0,1550000
2016,61159,4,3,0,2,1991.0,184.0,5.0,2400000
2015,72000,4,3,1,1,1497.0,117.0,5.0,595000
2016,29000,1,3,0,1,2179.0,188.0,5.0,3450000
2018,42000,4,3,1,1,1199.0,89.0,5.0,819999
2012,40000,1,3,0,1,1968.0,174.0,5.0,1490000
2020,57400,1,3,1,1,1497.0,115.0,5.0,950000
2019,13500,1,3,0,2,1999.0,177.0,5.0,3750000
2021,12400,4,3,0,1,1991.0,201.0,5.0,4950000
2021,38000,1,3,0,1,1956.0,168.0,5.0,2950000
2019,7000,4,3,0,1,1451.0,141.0,5.0,1625000
2012,121000,1,3,1,2,2982.0,169.0,7.0,1290000
2015,76000,1,3,1,1,1364.0,67.0,5.0,625000
2018,50000,1,3,1,1,2179.0,138.0,7.0,1490000
2013,46721,4,3,0,2,1197.0,80.0,5.0,325000
2017,41470,1,3,0,1,2179.0,138.0,7.0,1190000
2013,170000,1,3,1,3,2179.0,120.0,8.0,625000
2014,80000,1,3,0,2,2993.0,289.0,5.0,5375000
2018,6000,4,1,0,1,1497.0,117.0,5.0,1138000
2021,17000,4,3,0,1,1798.0,170.0,5.0,4250000
2014,31000,4,3,1,1,1198.0,87.0,5.0,365000
2014,73265,1,3,0,2,1998.0,164.0,5.0,475000
2019,47000,1,3,1,1,1582.0,126.0,5.0,1225000
2017,42000,1,3,1,1,1248.0,89.0,7.0,725000
2017,25000,1,3,0,2,2143.0,134.0,5.0,2450000
2009,140000,1,3,1,3,1991.0,142.0,5.0,225000
2018,68818,4,3,0,1,1197.0,82.0,5.0,695000
2018,57000,1,3,0,1,2755.0,172.0,7.0,2200000
2020,39000,1,3,0,1,1498.0,79.0,5.0,950000
2022,12050,4,3,0,1,2694.0,164.0,7.0,2598000
2017,24100,4,3,1,1,1199.0,89.0,5.0,585000
2017,23000,4,3,1,1,1196.0,87.0,5.0,434999
2009,185000,1,3,1,1,1248.0,75.0,5.0,295000
2019,76000,1,3,1,1,1498.0,94.0,5.0,910000
2020,47000,4,3,1,1,998.0,67.0,5.0,565000
2021,1910,4,3,0,1,1462.0,103.0,5.0,1050000
2019,23000,1,3,1,1,1396.0,89.0,5.0,990000
2020,36978,1,3,0,2,1968.0,141.0,5.0,2590000
2016,33000,1,3,1,1,2179.0,138.0,7.0,1000000
2012,18954,4,3,1,1,1086.0,68.0,5.0,254999
2015,58200,4,3,0,1,1591.0,121.0,5.0,598000
2018,83000,1,3,1,1,1493.0,70.0,7.0,850000
2016,80000,1,3,1,2,1396.0,89.0,5.0,560000
2011,75000,1,3,0,1,1968.0,177.0,5.0,975000
2017,64000,1,3,0,1,1968.0,141.0,5.0,2600000
2016,117048,1,3,1,1,1598.0,105.0,5.0,745000
2017,47000,4,3,1,1,1197.0,81.0,5.0,495000
2018,43290,4,3,0,1,1798.0,178.0,5.0,2450000
2016,7000,1,3,0,1,2143.0,168.0,5.0,2850000
2016,150000,1,3,1,1,2179.0,120.0,8.0,925000
2013,125000,1,3,0,1,2982.0,169.0,7.0,1075000
2019,42079,1,3,0,1,2987.0,255.0,5.0,6225000
2014,69000,1,3,0,1,1968.0,177.0,5.0,1500000
2011,40000,1,3,1,2,2835.0,118.0,5.0,625000
2011,101347,4,3,1,3,1496.0,90.0,5.0,325000
2021,36700,1,3,1,1,1497.0,121.0,8.0,1485000
2012,240000,1,3,0,1,2967.0,245.0,5.0,1650000
2014,76529,1,3,0,1,1968.0,141.0,5.0,1800000
2014,85000,1,3,1,2,2494.0,100.0,7.0,1290000
2016,99000,1,3,1,1,1461.0,84.0,5.0,600000
2014,37959,4,3,0,2,1197.0,79.0,5.0,436000
2021,60000,1,3,0,1,2755.0,174.0,7.0,4300000
2017,27000,4,3,1,1,1198.0,67.0,5.0,270000
2011,75000,1,3,1,2,1991.0,150.0,5.0,320000
2022,1300,4,3,0,1,1353.0,138.0,5.0,1911000
2020,21696,1,3,0,1,2993.0,262.0,5.0,8600000
2019,33000,1,3,0,1,1950.0,192.0,5.0,3900000
2016,6000,1,3,0,1,1984.0,150.0,5.0,2000000
2019,19000,4,3,0,1,1086.0,68.0,5.0,465000
2019,58618,4,3,1,1,1497.0,117.0,5.0,875000
2017,10500,4,3,0,1,1998.0,189.0,4.0,3200000
2019,85641,1,0,1,1,1493.0,100.0,7.0,850000
2020,41669,4,3,0,1,999.0,67.0,5.0,426999
2022,10000,1,3,0,1,1950.0,241.0,5.0,9200000
2018,36000,1,3,1,1,1582.0,126.0,5.0,1035000
2018,31000,4,3,1,1,1197.0,89.0,5.0,695000
2020,37180,1,3,0,1,1995.0,184.0,5.0,3675000
2021,14000,1,3,0,1,2184.0,130.0,4.0,1700000
2018,53512,4,3,1,2,1199.0,84.0,5.0,449000
2022,4600,1,3,0,0,2148.0,170.0,5.0,5400000
2021,40000,1,3,0,1,1996.0,215.0,6.0,3950000
2015,65000,1,3,1,2,1396.0,89.0,5.0,565000
2019,32963,1,3,0,1,1995.0,184.0,5.0,3775000
2012,101000,1,3,0,2,2143.0,231.0,5.0,1275000
2018,14000,4,3,1,1,999.0,67.0,5.0,375000
2018,50500,1,3,1,1,1248.0,89.0,5.0,949000
2019,80849,1,3,1,1,1248.0,74.0,5.0,775000
2014,19868,1,3,0,1,1968.0,177.0,5.0,1800000
2016,45000,4,3,0,1,1497.0,117.0,5.0,825000
2019,30858,4,3,1,1,1086.0,68.0,5.0,509999
2018,56500,1,3,1,1,2179.0,140.0,7.0,1350000
2020,37003,4,3,1,1,1197.0,81.0,5.0,650000
2021,11000,1,3,1,1,1498.0,99.0,5.0,1490000
2016,53000,4,3,1,1,1197.0,83.0,5.0,545000
2018,75000,1,3,0,1,1995.0,188.0,5.0,2950000
2010,120000,1,3,0,1,2987.0,231.0,5.0,1150000
2013,44087,1,3,0,1,1968.0,174.0,5.0,1850000
2016,39000,1,3,0,1,2993.0,258.0,7.0,3995000
2014,59000,1,3,0,1,2143.0,204.0,5.0,1750000
2017,45000,1,3,0,1,2967.0,245.0,7.0,5500000
2013,92000,1,3,1,2,1461.0,85.0,5.0,360000
2019,48422,4,3,1,1,1497.0,121.0,5.0,625000
2019,29000,1,3,0,1,1995.0,188.0,5.0,4150000
2021,37500,1,3,1,1,2184.0,130.0,4.0,1698999
2018,62000,4,3,1,2,1197.0,83.0,5.0,484999
2020,17000,4,3,0,1,1395.0,148.0,5.0,4250000
2017,76642,0,3,1,1,1373.0,94.0,7.0,800000
2019,44000,4,3,1,1,1591.0,122.0,5.0,1275000
2018,20000,4,3,0,1,1988.0,295.0,2.0,9500000
2013,102000,1,3,0,2,1995.0,188.0,5.0,1375000
2022,9000,1,3,1,1,1493.0,113.0,5.0,1700000
2013,135000,1,3,1,1,2179.0,140.0,7.0,500000
2020,14500,1,3,0,1,1950.0,192.0,5.0,6800000
2019,31552,4,3,0,1,1197.0,82.0,5.0,715000
2016,70000,4,3,0,1,998.0,67.0,5.0,380000
2016,35134,4,3,1,1,1198.0,87.0,5.0,375000
2016,45000,1,3,0,3,2993.0,289.0,5.0,7200000
2020,18000,1,3,0,1,1950.0,241.0,5.0,8190000
2018,8000,4,3,0,1,1197.0,82.0,5.0,695000
2016,62125,1,3,1,1,1582.0,126.0,5.0,875000
2016,78000,1,3,0,1,1999.0,177.0,7.0,3500000
2018,64300,4,3,1,1,1197.0,82.0,5.0,685000
2021,28000,1,3,1,1,1956.0,168.0,7.0,1875000
2017,28600,4,3,0,1,1798.0,177.0,5.0,1685000
2015,69500,1,3,0,2,1968.0,190.0,5.0,2550000
2017,70000,1,3,1,1,1582.0,126.0,5.0,869999
2018,24000,1,3,1,1,2498.0,105.0,6.0,875000
2012,69500,1,3,0,1,1968.0,174.0,5.0,1390000
2019,25500,1,3,1,1,1248.0,89.0,5.0,825000
2017,20000,4,3,0,1,1373.0,91.0,5.0,785000
2016,55000,1,3,0,2,2143.0,134.0,5.0,2145000
2021,8640,0,3,1,1,1196.0,73.0,5.0,590000
2013,65000,4,3,0,2,2995.0,335.0,5.0,2550000
2019,5750,1,3,0,1,1950.0,192.0,5.0,6500000
2015,50000,4,3,1,1,1198.0,74.0,5.0,490000
2017,28000,1,3,0,1,2993.0,262.0,4.0,5950000
2017,43000,4,3,1,0,999.0,67.0,5.0,420000
2019,44876,1,3,0,1,1995.0,182.0,5.0,2395000
2013,95610,1,3,1,2,1336.0,89.0,5.0,360000
2013,51000,1,3,1,1,1461.0,85.0,5.0,325000
2013,110000,1,3,0,2,2179.0,190.0,5.0,2300000
2014,53693,0,3,1,1,1373.0,82.0,7.0,642000
2018,70000,4,3,1,1,814.0,55.0,5.0,290000
2014,57000,4,3,1,1,1197.0,81.0,5.0,390000
2014,63000,4,3,0,1,1798.0,138.0,5.0,890000
2016,53807,4,3,1,1,1197.0,83.0,5.0,440000
2018,46000,4,3,1,1,1373.0,91.0,5.0,721000
2018,67546,4,3,0,2,1798.0,177.0,5.0,1515000
2021,14500,4,3,0,1,1997.0,245.0,7.0,7000000
2018,37100,4,3,1,1,1497.0,117.0,5.0,949000
2019,30000,1,3,0,1,1950.0,192.0,5.0,5500000
2018,89059,4,3,1,1,799.0,53.0,5.0,319000
2013,77000,1,3,1,2,1248.0,89.0,7.0,459999
2018,42000,1,3,0,1,1984.0,150.0,5.0,2100000
2017,58146,4,3,1,1,1197.0,83.0,5.0,685000
2020,13000,4,3,0,1,1998.0,189.0,4.0,3900000
2013,75000,1,3,1,2,1364.0,68.0,5.0,300000
2018,50500,1,3,0,3,2143.0,201.0,5.0,5400000
2022,3826,1,3,0,0,1950.0,147.0,5.0,4100000
2019,53000,1,3,0,1,2987.0,255.0,7.0,6875000
2018,37000,4,3,1,2,1591.0,122.0,5.0,1115000
2017,38000,4,3,0,2,1497.0,117.0,5.0,761000
2021,8499,4,3,1,1,1197.0,83.0,5.0,825000
2016,61181,1,3,1,1,1396.0,89.0,5.0,650000
2017,45000,4,3,1,1,1199.0,89.0,5.0,565000
2007,102000,4,3,0,1,3498.0,272.0,5.0,750000
2021,9232,4,3,0,1,1197.0,82.0,5.0,685000
2008,72542,4,3,1,1,1061.0,64.0,5.0,135000
2018,42601,4,3,1,1,1197.0,82.0,5.0,609000
2009,90000,1,3,1,2,2179.0,120.0,8.0,365000
2016,65000,1,3,0,1,2967.0,245.0,7.0,5175000
2018,40000,1,3,0,1,2755.0,172.0,7.0,2175000
2013,106223,1,3,0,2,2696.0,184.0,7.0,675000
2009,115000,1,3,0,2,2993.0,218.0,5.0,1400000
2016,50000,4,3,1,1,1198.0,87.0,5.0,480000
2020,30000,1,3,0,1,1995.0,188.0,5.0,5800000
2018,39850,1,3,0,1,2967.0,245.0,7.0,6700000
2014,80000,1,3,0,1,1582.0,126.0,5.0,625000
2017,96095,1,3,0,1,2999.0,174.0,7.0,1791000
2018,12768,4,3,1,1,1196.0,73.0,5.0,422000
2021,12321,4,3,0,0,1984.0,188.0,5.0,4200000
2018,65100,4,1,0,1,1798.0,138.0,5.0,1295000
2017,30000,4,3,1,1,1197.0,81.0,5.0,495000
2019,12000,4,3,0,1,1199.0,84.0,5.0,585000
2019,33000,1,3,0,1,1950.0,192.0,5.0,3950000
2021,13000,1,3,0,1,1950.0,192.0,5.0,7475000
2013,57000,4,3,0,2,1598.0,103.0,5.0,425000
2011,61000,1,3,0,3,1995.0,217.0,5.0,975000
2017,48000,1,3,0,2,1950.0,192.0,5.0,4150000
2012,118000,1,3,0,1,2967.0,241.0,7.0,2475000
2017,44000,1,3,0,2,1995.0,188.0,5.0,2990000
2015,59000,1,3,0,1,2993.0,258.0,7.0,3550000
2013,99000,1,3,1,2,1461.0,84.0,5.0,280000
2009,75000,4,3,0,2,3498.0,272.0,5.0,1500000
2019,79000,1,3,0,1,2993.0,265.0,5.0,5100000
2010,114000,1,3,1,2,2982.0,171.0,7.0,825000
2014,82000,0,3,1,1,998.0,58.0,5.0,310000
2016,80000,4,3,0,1,1199.0,89.0,5.0,595000
2017,57000,1,3,1,1,1956.0,171.0,5.0,1240000
2018,26807,4,3,1,2,1196.0,73.0,5.0,328000
2018,23000,4,3,1,1,1197.0,82.0,5.0,625000
2015,112000,1,3,1,1,1248.0,74.0,5.0,409999
2015,70000,4,3,1,1,1197.0,85.0,5.0,545000
2019,53929,4,3,1,1,999.0,75.0,5.0,699000
2014,49580,4,3,1,1,998.0,67.0,5.0,390000
2014,85000,1,3,1,2,1364.0,87.0,5.0,680000
2015,61000,1,3,1,1,1248.0,89.0,5.0,625000
2012,35000,3,3,1,2,998.0,46.0,5.0,235000
2016,42000,1,3,1,1,2523.0,75.0,8.0,951000
2011,69000,4,3,0,2,1497.0,118.0,5.0,550000
2017,70000,4,3,0,1,1368.0,160.0,5.0,1350000
2013,15780,4,3,1,1,1197.0,79.0,5.0,325000
2015,46000,1,3,0,1,2967.0,241.0,7.0,2600000
2016,50800,4,3,1,1,1373.0,91.0,5.0,640000
2011,95000,4,3,0,1,1794.0,132.0,5.0,450000
2010,112000,1,3,0,2,1995.0,177.0,5.0,750000
2020,36000,4,3,0,1,1984.0,241.0,5.0,5300000
2019,3500,1,3,0,1,1969.0,235.0,5.0,5800000
2018,30000,1,3,1,1,1248.0,89.0,5.0,801000
2017,19000,1,3,1,1,1997.0,120.0,8.0,1090000
2014,31100,4,3,1,2,998.0,67.0,5.0,245000
2014,65000,4,3,1,2,1198.0,87.0,5.0,475000
2017,49000,1,3,0,2,2755.0,174.0,7.0,2800000
2020,11000,1,3,0,1,1968.0,141.0,5.0,2950000
2019,28000,4,3,1,1,1197.0,81.0,5.0,545000
2021,9400,1,3,0,1,1996.0,168.0,7.0,3975000
2017,77000,1,3,0,1,2143.0,168.0,5.0,4200000
2017,27000,1,3,1,2,1186.0,74.0,5.0,434999
2017,15507,4,3,1,1,799.0,53.0,5.0,315000
2016,70000,1,3,1,2,2696.0,162.0,7.0,900000
2015,44000,4,3,1,1,1497.0,117.0,5.0,550000
2018,70000,1,3,0,1,1995.0,190.0,5.0,4400000
2015,145000,1,3,0,2,2982.0,169.0,7.0,1600000
2017,24000,4,3,1,1,999.0,67.0,5.0,198000
2014,47721,3,3,1,1,1086.0,68.0,5.0,225000
2011,26000,4,3,0,1,1396.0,100.0,5.0,310000
2017,15507,4,3,1,1,799.0,53.0,5.0,315000
2018,39000,4,3,1,2,1497.0,117.0,5.0,775000
2017,58000,4,3,0,1,1197.0,82.0,5.0,625000
2015,82000,1,3,1,2,1582.0,126.0,5.0,775000
2018,95315,1,3,1,2,2393.0,148.0,7.0,1549000
2016,46000,1,3,0,2,1995.0,188.0,5.0,1679000
2019,11874,4,3,0,1,1197.0,82.0,5.0,725000
2014,86000,1,3,1,1,1582.0,126.0,5.0,540000
2014,111000,1,3,1,2,1199.0,74.0,5.0,350000
2015,50000,1,3,0,2,1984.0,150.0,5.0,1689999
2021,28000,4,1,1,1,999.0,71.0,5.0,625000
2019,25000,4,3,1,1,998.0,67.0,5.0,475000
2021,12000,1,3,1,1,1493.0,113.0,5.0,1650000
2019,32000,4,3,1,1,1086.0,68.0,5.0,409999
2014,70000,1,1,0,1,2993.0,289.0,5.0,5900000
2017,112000,1,3,1,1,2393.0,148.0,7.0,2100000
2017,51800,1,3,0,2,1995.0,188.0,5.0,2750000
2017,22000,4,3,0,1,1197.0,82.0,5.0,545000
2015,155000,1,3,1,1,2179.0,138.0,7.0,740000
2016,60000,4,3,0,2,1991.0,184.0,5.0,2400000
2018,23000,1,3,0,1,1995.0,188.0,5.0,4500000
2014,75000,4,3,1,1,1197.0,85.0,5.0,465000
2014,71000,1,3,1,1,1248.0,75.0,5.0,375000
2017,64000,1,3,0,1,1968.0,150.0,5.0,2900000
2018,45326,4,3,1,1,1199.0,89.0,5.0,795000
2020,28079,1,3,0,1,1950.0,241.0,5.0,5250000
2019,15529,1,3,0,1,1968.0,141.0,5.0,2900000
2015,43200,4,1,0,1,1991.0,181.0,5.0,2250000
2017,29386,4,3,0,2,1497.0,117.0,5.0,1050000
2021,18105,4,3,1,1,1197.0,81.0,5.0,765000
2017,125372,1,3,1,1,1248.0,89.0,5.0,675000
2015,100000,1,3,0,1,1968.0,190.0,5.0,2400000
2019,40000,4,3,1,1,1196.0,73.0,7.0,509999
2022,31000,1,3,0,1,2184.0,182.0,7.0,2750000
2012,42000,1,3,0,1,2967.0,241.0,5.0,2600000
2012,65001,4,3,0,1,1497.0,116.0,5.0,495000
