Year,Distance,Fuel,Seller_Type,Transmission,Owner,Engine,Power,Seats,Price
2014,82000,Diesel,Individual,Automatic,Second,1995 cc,184 bhp @ 4000 rpm,5,1950000
2022,6000,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,6390000
2019,68000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,1080000
2017,24000,Diesel,Individual,Automatic,First,2967 cc,245 bhp @ 2910 rpm,7,5500000
2020,56000,Diesel,Individual,Manual,First,1493 cc,99 bhp @ 4000 rpm,5,1080000
2015,25000,Diesel,Corporate,Manual,First,2179 cc,138 bhp @ 3750 rpm,7,800000
2017,34000,Petrol,Individual,Manual,First,1198 cc,67 bhp @ 5000 rpm,7,335000
2021,10700,Petrol,Individual,Manual,First,998 cc,118 bhp @ 6000 rpm,5,1185000
2021,25000,Petrol,Individual,Automatic,First,1197 cc,87 bhp @ 6000 rpm,5,894999
2019,54000,Petrol,Individual,Automatic,Second,1199 cc,89 bhp @ 6000 rpm,5,650000
2014,75000,Diesel,Individual,Manual,First,1396 cc,90@4000,5,550000
2016,88000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,550000
2016,139000,Diesel,Individual,Automatic,Second,1968 cc,174 bhp @ 4200 rpm,5,1650000
2022,1300,Petrol,Individual,Manual,First,999 cc,114 bhp @ 5000 rpm,5,1600000
2019,20000,Petrol,Individual,Manual,First,1591 cc,121 bhp @ 6300 rpm,5,1175000
2018,122000,Diesel,Individual,Automatic,First,2477 cc,176 bhp @ 4000 rpm,7,1995000
2016,38000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,575000
2021,18500,Diesel,Individual,Manual,First,1956 cc,169 bhp @ 3750 rpm,5,1975000
2022,27800,Diesel,Individual,Manual,First,1493 cc,113 bhp @ 4000 rpm,5,1625000
2019,46027,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,695000
2018,23148,Petrol,Individual,Automatic,First,1496 cc,106 bhp @ 6000 rpm,5,875000
2017,28000,Petrol,Individual,Automatic,First,1798 cc,177 bhp @ 5100 rpm,5,1495000
2019,11874,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,725000
2017,50000,Petrol,Individual,Manual,First,1591 cc,122 bhp @ 6400 rpm,5,875000
2014,88000,Diesel,Individual,Automatic,Third,1995 cc,184 bhp @ 4000 rpm,5,2250000
2016,75000,Diesel,Individual,Automatic,Second,2198 cc,158 bhp @ 3200 rpm,7,2350000
2019,15500,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,2690000
2016,82445,Diesel,Individual,Manual,Second,1248 cc,89 bhp @ 4000 rpm,5,695000
2014,75574,Petrol,Individual,Manual,Second,1497 cc,117 bhp @ 6600 rpm,5,600000
2015,64000,CNG,Individual,Manual,First,998 cc,58 bhp @ 6200 rpm,5,375000
2012,75000,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,315000
2019,14095,Petrol,Individual,Manual,First,1499 cc,109 bhp @ 6300 rpm,5,775000
2017,17000,Diesel,Individual,Automatic,First,1968 cc,190 bhp @ 3800 rpm,5,3075000
2014,70000,Diesel,Individual,Manual,First,1461 cc,108 bhp @ 3900 rpm,5,415000
2017,68000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,765000
2018,40000,Petrol,Individual,Manual,Second,1197 cc,83 bhp @ 6000 rpm,5,520000
2015,39000,Diesel,Individual,Automatic,First,2993 cc,271 bhp @ 4000 rpm,5,3900000
2016,72000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,850000
2016,39000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,969999
2016,62000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,575000
2021,41086,Diesel,Individual,Automatic,Second,1996 cc,168 bhp @ 3500 rpm,7,3900000
2013,65000,Diesel,Individual,Automatic,Second,1995 cc,188 bhp @ 4000 rpm,5,1395000
2021,7900,Petrol,Individual,Automatic,First,999 cc,114 bhp @ 5000 rpm,5,1625000
2021,22000,Diesel,Individual,Automatic,First,1493 cc,113 bhp @ 4000 rpm,5,1499000
2018,73000,Diesel,Individual,Automatic,Second,1968 cc,141 bhp @ 4000 rpm,5,2050000
2016,55000,Petrol,Individual,Automatic,Second,1798 cc,177 bhp @ 5100 rpm,5,1300000
2019,6900,Diesel,Individual,Automatic,First,1968 cc,174 bhp @ 3600 rpm,5,3199000
2017,65000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,450000
2015,48000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,7,675000
2018,48000,Petrol,Individual,Manual,Second,796 cc,47 bhp @ 6000 rpm,5,280000
2018,18000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,425000
2011,27000,Petrol,Individual,Automatic,Third,6592 cc,570 bhp @ 5250 rpm,5,20000000
2012,78000,Diesel,Individual,Automatic,First,2143 cc,170 bhp @ 4200 rpm,5,1250000
2014,87938,Diesel,Individual,Automatic,Second,2199 cc,194 bhp @ 3800 rpm,7,1175000
2019,43000,CNG,Individual,Manual,First,1086 cc,58 bhp @ 5500 rpm,5,545000
2008,95200,Diesel,Corporate,Automatic,First,2148 cc,170@3700,5,495000
2016,26000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,500000
2015,70000,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,390000
2019,31000,CNG,Individual,Manual,First,998 cc,58 bhp @ 5500 rpm,5,575000
2014,103000,Diesel,Individual,Automatic,Second,1995 cc,184 bhp @ 4000 rpm,5,2100000
2012,54556,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,250000
2019,74000,Petrol,Individual,Manual,First,1197 cc,89 bhp @ 6000 rpm,5,685000
2016,64000,Petrol,Individual,Manual,First,799 cc,53 bhp @ 5678 rpm,5,320000
2016,85000,Diesel,Individual,Manual,Second,1598 cc,118 bhp @ 3750 rpm,5,620000
2018,54000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,600000
2019,57000,Petrol,Individual,Automatic,First,1368 cc,160 bhp @ 5500 rpm,5,1750000
2018,38000,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,7,4950000
2015,68566,Diesel,Individual,Automatic,First,1582 cc,126 bhp @ 4000 rpm,5,1015000
2009,68195,Petrol,Individual,Manual,First,1794 cc,132@6000,5,390000
2017,57000,Petrol,Individual,Manual,First,1373 cc,91 bhp @ 6000 rpm,5,755000
2021,45000,Petrol,Individual,Automatic,First,1353 cc,138 bhp @ 6000 rpm,5,1825000
2014,60116,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,416000
2010,82202,Diesel,Individual,Manual,Second,1248 cc,75@4000,5,325000
2008,51000,Petrol,Individual,Manual,Second,1061 cc,67@6200,5,218000
2018,24000,Diesel,Individual,Automatic,First,2143 cc,134 bhp @ 3600 rpm,5,2800000
2017,86000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,650000
2018,41000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,790000
2015,76000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,540000
2011,120000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,375000
2021,12500,Petrol,Individual,Automatic,First,1998 cc,189 bhp @ 5000 rpm,5,3990000
2018,6300,Petrol,Corporate,Automatic,First,1988 cc,295 bhp @ 6500 rpm,2,10900000
2009,114000,Petrol,Individual,Manual,First,1298 cc,87@6000,5,245000
2015,25862,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,260000
2018,35000,Diesel,Individual,Automatic,First,,,7,3200000
2010,72000,Diesel,Individual,Manual,First,1399 cc,69@4000,5,240000
2015,90000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,800000
2016,38000,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,745000
2021,7000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,7390000
2017,83985,Diesel,Individual,Automatic,Second,2993 cc,258 bhp @ 4000 rpm,5,5900000
2019,74237,Petrol,Individual,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,675000
2018,53000,Diesel,Individual,Automatic,Second,1995 cc,184 bhp @ 4000 rpm,5,2650000
2016,52303,Petrol,Commercial Registration,Manual,First,796 cc,47 bhp @ 6000 rpm,5,340000
2019,42356,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,620000
2013,84000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,297000
2016,114000,Diesel,Individual,Manual,First,1364 cc,67 bhp @ 3800 rpm,5,500000
2019,26894,Petrol,Individual,Automatic,First,1591 cc,121 bhp @ 6400 rpm,5,1149000
2017,70000,Diesel,Individual,Automatic,Second,2143 cc,168 bhp @ 3000 rpm,5,2650000
2012,98352,Diesel,Individual,Manual,First,2982 cc,169 bhp @ 3600 rpm,7,1375000
2009,107000,Petrol,Individual,Manual,Third,1086 cc,67@5500,5,235000
2014,68000,Diesel,Individual,Automatic,First,1995 cc,217 bhp @ 4400 rpm,5,2280000
2017,52000,Diesel,Individual,Automatic,First,2755 cc,174 bhp @ 3400 rpm,7,3090000
2017,31059,Petrol,Individual,Automatic,First,2494 cc,202 bhp @ 5700 rpm,5,4375000
2017,114000,Diesel,Individual,Manual,First,1598 cc,118 bhp @ 3750 rpm,5,749000
2017,35000,Diesel,Individual,Automatic,First,2993 cc,258 bhp @ 4000 rpm,7,4800000
2017,44000,Diesel,Individual,Manual,First,1493 cc,100 bhp @ 3750 rpm,7,785000
2017,72000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,750000
2019,8000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,4150000
2014,54000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,320000
2015,99000,Diesel,Individual,Automatic,Second,2143 cc,134 bhp @ 3600 rpm,5,1750000
2019,88000,Diesel,Individual,Manual,First,1493 cc,100 bhp @ 3750 rpm,7,944999
2020,11000,Diesel,Individual,Automatic,Second,2993 cc,244 bhp @ 4000 rpm,4,27500000
2021,19000,Diesel,Individual,Automatic,First,1996 cc,168 bhp @ 3500 rpm,7,4100000
2021,33000,Petrol,Individual,Automatic,First,1451 cc,141 bhp @ 5000 rpm,5,1750000
2018,44153,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,811000
2020,32368,Diesel,Individual,Automatic,First,2179 cc,188 bhp @ 3500 rpm,7,6900000
2016,42000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,725000
2020,56000,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,5,4600000
2020,10000,Electric,Individual,Automatic,First,,,5,1485000
2019,63000,Diesel,Individual,Automatic,First,2993 cc,244 bhp @ 4000 rpm,5,19300000
2017,49422,Petrol,Individual,Automatic,First,1197 cc,81 bhp @ 6000 rpm,5,650000
2021,19000,Petrol,Corporate,Automatic,First,1451 cc,141 bhp @ 5000 rpm,6,1925000
2015,75258,Petrol,Individual,Automatic,First,1497 cc,117 bhp @ 6600 rpm,5,590000
2019,46000,CNG,Individual,Manual,First,1086 cc,58 bhp @ 5500 rpm,5,495000
2016,68921,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,695000
2018,79800,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,799000
2013,53000,Petrol,Individual,Manual,Second,1198 cc,74 bhp @ 5400 rpm,5,325000
2018,59000,Diesel,Individual,Manual,First,2179 cc,120 bhp @ 4000 rpm,7,1190000
2017,30000,Diesel,Individual,Automatic,First,2993 cc,225 bhp @ 4000 rpm,5,5800000
2009,65000,Petrol,Individual,Manual,Third,796 cc,47@6200,5,140000
2021,58000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,750000
2014,94000,Diesel,Individual,Automatic,First,2997 cc,254 bhp @ 3600 rpm,5,2600000
2017,45000,CNG,Individual,Manual,First,796 cc,48 bhp @ 6000 rpm,5,299000
2018,62152,Diesel,Individual,Automatic,First,2755 cc,174 bhp @ 3400 rpm,7,3470000
2019,28000,Petrol,Individual,Automatic,First,998 cc,118 bhp @ 6000 rpm,5,1075000
2019,15000,Petrol,Individual,Automatic,First,1197 cc,81 bhp @ 6000 rpm,5,650000
2014,53610,Petrol,Individual,Manual,Second,1198 cc,87 bhp @ 6000 rpm,5,425000
2014,75000,Diesel,Individual,Manual,First,1461 cc,84 bhp @ 3750 rpm,5,445000
2022,16000,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,6,1225000
2015,60000,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,1350000
2011,101923,Petrol,Individual,Manual,Second,,,,345000
2014,45000,Diesel,Individual,Automatic,First,2143 cc,170 bhp @ 4200 rpm,5,1450000
2017,120000,Diesel,Individual,Automatic,First,2755 cc,174 bhp @ 3400 rpm,7,2749000
2009,56400,Petrol,Individual,Manual,Third,1086 cc,62 bhp @ 5500 rpm,5,141000
2017,70000,Diesel,Individual,Automatic,First,1582 cc,126 bhp @ 4000 rpm,5,1375000
2016,82567,Diesel,Individual,Manual,First,2393 cc,148 bhp @ 3400 rpm,7,1825000
2015,32000,Diesel,Individual,Automatic,First,2967 cc,247 bhp @ 4000 rpm,4,4900000
2015,68244,Diesel,Individual,Manual,Second,1498 cc,98 bhp @ 3600 rpm,5,525000
2014,25000,Diesel,Individual,Automatic,Second,2967 cc,241 bhp @ 3800 rpm,6,3300000
2018,34000,Petrol,Individual,Manual,First,814 cc,55 bhp @ 5500 rpm,5,405000
2017,36000,Diesel,Individual,Automatic,First,1968 cc,184 bhp @ 3500 rpm,5,2550000
2019,36000,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,875000
2014,68005,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,355000
2018,74797,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3750 rpm,5,925000
2021,12000,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,5,6500000
2019,31000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,625000
2020,7520,Petrol,Individual,Manual,First,999 cc,67 bhp @ 5500 rpm,5,425000
2015,58078,Petrol,Individual,Manual,Second,1197 cc,81 bhp @ 6000 rpm,5,550000
2014,79081,Diesel,Individual,Manual,First,1598 cc,103 bhp @ 4400 rpm,5,434999
2018,28000,Diesel,Individual,Automatic,First,2987 cc,255 bhp @ 3400 rpm,5,5900000
2017,72000,Diesel,Individual,Automatic,First,2143 cc,168 bhp @ 3000 rpm,5,3500000
2022,23000,Petrol,Individual,Automatic,First,1353 cc,138 bhp @ 6000 rpm,5,1750000
2012,74000,Diesel,Individual,Automatic,First,1991 cc,150@4000,7,475000
2015,11628,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,425000
2017,81323,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3750 rpm,5,675000
2016,50000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,675000
2016,145000,Diesel,Individual,Manual,First,2393 cc,148 bhp @ 3400 rpm,7,1725000
2017,48000,Petrol,Individual,Automatic,First,1798 cc,178 bhp @ 5100 rpm,5,1760000
2017,80000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,730000
2011,28513,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,301000
2011,42000,LPG,Individual,Manual,Second,998 cc,46 bhp @ 6200 rpm,5,275000
2013,87000,Diesel,Individual,Manual,First,1399 cc,68 bhp @ 4000 rpm,5,225000
2012,55700,Petrol,Individual,Manual,Second,814 cc,56@5500,5,185000
2017,45600,Petrol,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,285000
2013,78000,Diesel,Individual,Manual,Second,1598 cc,103 bhp @ 4400 rpm,5,350000
2012,55000,Petrol,Individual,Automatic,Third,6592 cc,570 bhp @ 5250 rpm,5,20000000
2021,3000,Diesel,Individual,Automatic,First,2925 cc,326 bhp @ 3600 rpm,7,12900000
2017,52458,Petrol,Individual,Automatic,First,1798 cc,177 bhp @ 5100 rpm,5,1650000
2017,30000,CNG,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,265000
2017,46992,Petrol,Individual,Manual,First,1199 cc,84 bhp @ 6000 rpm,5,395000
2016,54440,Petrol,Individual,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,500000
2019,32000,Diesel,Individual,Automatic,First,2157 cc,178 bhp @ 4000 rpm,7,2770000
2015,103000,Diesel,Individual,Automatic,First,2143 cc,203 bhp @ 4200 rpm,5,2450000
2020,28600,Petrol,Individual,Automatic,First,1798 cc,170 bhp @ 3800 rpm,5,3125000
2020,72000,Diesel,Individual,Automatic,First,2199 cc,197 bhp @ 3800 rpm,7,2950000
2016,64906,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,620000
2016,79000,Diesel,Individual,Automatic,First,2143 cc,168 bhp @ 3400 rpm,5,2250000
2017,64000,Petrol,Individual,Manual,First,1373 cc,91 bhp @ 6000 rpm,5,565000
2018,56000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,550000
2007,85000,Petrol,Individual,Manual,Second,1086 cc,63@5500,5,178000
2022,12000,Diesel,Individual,Manual,First,2179 cc,137 bhp @ 3750 rpm,7,1550000
2018,67900,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,711000
2018,48144,Petrol,Individual,Manual,First,1199 cc,84 bhp @ 6000 rpm,5,375000
2021,7100,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,4475000
2022,9000,Petrol,Individual,Automatic,First,1984 cc,248 bhp @ 5000 rpm,5,9100000
2016,64000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,245000
2016,38000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,690000
2016,65321,Diesel,Individual,Manual,First,2494 cc,101 bhp @ 3600 rpm,8,944999
2014,80000,Petrol,Individual,Automatic,Third,1595 cc,121 bhp @ 5000 rpm,4,1350000
2018,37093,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,850000
2021,37230,Petrol,Individual,Manual,First,999 cc,109 bhp @ 5000 rpm,5,1200000
2014,76116,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,329000
2010,83359,Petrol,Individual,Manual,First,1799 cc,130 bhp @ 6300 rpm,5,300000
2013,30000,Diesel,Individual,Automatic,Second,,,,1150000
2018,38000,Diesel,Individual,Automatic,First,2993 cc,258 bhp @ 4000 rpm,5,4900000
2019,28000,CNG,Individual,Manual,First,1086 cc,58 bhp @ 5500 rpm,5,465000
2018,14120,Petrol,Individual,Automatic,First,1798 cc,177 bhp @ 5100 rpm,5,2350000
2014,25000,Petrol,Individual,Manual,First,814 cc,55 bhp @ 5500 rpm,5,250000
2020,28584,Petrol,Individual,Automatic,First,1451 cc,141 bhp @ 5000 rpm,6,1950000
2015,87000,Diesel,Individual,Automatic,First,2993 cc,258 bhp @ 4000 rpm,7,2975000
2017,50000,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,5,3800000
2017,63200,CNG,Individual,Manual,First,998 cc,58 bhp @ 6000 rpm,4,330000
2014,55000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,409999
2019,71569,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3750 rpm,5,575000
2012,41200,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,270000
2013,117000,Diesel,Individual,Manual,First,2179 cc,120 bhp @ 4000 rpm,8,434999
2014,65000,Petrol,Individual,Manual,Second,1197 cc,85 bhp @ 6000 rpm,5,465000
2022,33000,Diesel,Individual,Automatic,First,1995 cc,190 bhp @ 4000 rpm,5,6800000
2011,21000,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,350000
2020,23000,Petrol,Individual,Manual,First,998 cc,118 bhp @ 6000 rpm,5,900000
2016,26357,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,595000
2018,33500,Petrol,Individual,Automatic,First,1591 cc,122 bhp @ 6400 rpm,5,1260000
2020,5923,Diesel,Commercial Registration,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,530000
2015,72000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,599000
2018,54154,Diesel,Individual,Automatic,Second,2179 cc,153 bhp @ 3750 rpm,7,1595000
2017,14000,Diesel,Individual,Automatic,First,1984 cc,150 bhp @ 3500 rpm,5,1798999
2021,35500,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,636000
2018,63000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,950000
2017,52836,Diesel,Individual,Manual,First,1598 cc,118 bhp @ 3750 rpm,5,800000
2017,50000,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,434000
2016,72114,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,625000
2015,72000,CNG,Individual,Manual,Second,796 cc,47 bhp @ 6000 rpm,5,245000
2019,24000,Petrol,Individual,Automatic,First,1991 cc,181 bhp @ 5500 rpm,5,3100000
2012,42000,Diesel,Individual,Automatic,First,1968 cc,177 bhp @ 3750 rpm,5,1490000
2018,27600,Diesel,Individual,Automatic,First,2993 cc,258 bhp @ 4000 rpm,5,6000000
2015,31000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,295000
2018,32000,Petrol,Individual,Manual,Second,1196 cc,73 bhp @ 6000 rpm,7,450000
2018,55000,Diesel,Individual,Manual,First,2393 cc,148 bhp @ 3400 rpm,7,1989999
2017,31059,Petrol,Individual,Automatic,First,2494 cc,202 bhp @ 5700 rpm,5,3900000
2016,72200,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,635000
2013,72000,Diesel,Individual,Manual,Second,2179 cc,138 bhp @ 4000 rpm,7,575000
2016,77000,Diesel,Individual,Manual,First,1598 cc,118 bhp @ 3750 rpm,5,590000
2020,26497,Petrol,Individual,Manual,Second,1497 cc,117 bhp @ 6600 rpm,5,1199000
2013,57000,Petrol,Individual,Automatic,First,1197 cc,79 bhp @ 6000 rpm,5,380000
2012,56000,Diesel,Individual,Automatic,Second,,,,975000
2015,20100,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,365000
2010,67000,Petrol,Individual,Automatic,Second,1798 cc,170 bhp @ 3800 rpm,5,1000000
2021,14500,Diesel,Individual,Manual,First,2184 cc,130 bhp @ 3750 rpm,4,1800000
2011,41000,Petrol,Individual,Manual,First,,,,245000
2021,30000,Diesel,Individual,Automatic,First,1493 cc,113 bhp @ 4000 rpm,5,1275000
2020,19000,Petrol,Individual,Automatic,First,2996 cc,385 bhp @ 5500 rpm,4,7000000
2016,110000,Diesel,Individual,Automatic,First,1997 cc,138 bhp @ 3750 rpm,7,955000
2015,115339,Diesel,Individual,Manual,Second,1493 cc,100 bhp @ 3750 rpm,7,630000
2020,18000,Diesel,Individual,Automatic,Second,1968 cc,188 bhp @ 3800 rpm,5,4475000
2022,4500,Diesel,Individual,Automatic,First,2184 cc,130 bhp @ 3750 rpm,4,1950000
2011,56000,Diesel,Individual,Automatic,First,1995 cc,217 bhp @ 4400 rpm,5,1295000
2017,49000,Petrol,Individual,Manual,First,1591 cc,122 bhp @ 6400 rpm,5,890000
2022,7000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,6750000
2015,78362,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,2275000
2020,30000,Diesel,Individual,Automatic,First,2184 cc,130 bhp @ 3750 rpm,4,1864999
2015,59000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,540000
2018,49000,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,3125000
2014,60513,Diesel,Corporate,Automatic,First,2997 cc,254 bhp @ 3600 rpm,5,3200000
2019,56500,Diesel,Individual,Automatic,First,2143 cc,134 bhp @ 3600 rpm,5,2750000
2013,71000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,400000
2016,88000,Diesel,Individual,Automatic,Second,2967 cc,245 bhp @ 2910 rpm,7,3750000
2018,68000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,800000
2017,94827,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,780000
2010,62000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,220000
2012,57000,CNG,Individual,Manual,First,998 cc,59@6200,5,225000
2017,22120,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,2385000
2019,11000,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,3400000
2017,58000,Petrol,Individual,Automatic,First,1798 cc,190 bhp @ 4200 rpm,5,2850000
2019,54572,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,990000
2010,56000,Petrol,Individual,Automatic,First,1497 cc,118@6600,5,325000
2011,89000,Petrol,Individual,Automatic,Second,1497 cc,118@6600,5,325000
2014,42000,Diesel,Individual,Automatic,First,1498 cc,103 bhp @ 4400 rpm,5,549000
2017,6000,Diesel,Individual,Manual,First,1461 cc,63 bhp @ 4000 rpm,5,340000
2013,79500,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,425000
2015,82000,Diesel,Individual,Automatic,Second,1995 cc,188 bhp @ 4000 rpm,5,1689999
2021,34228,Diesel,Individual,Manual,First,2393 cc,148 bhp @ 3400 rpm,8,2750000
2014,141334,Diesel,Individual,Manual,Second,1248 cc,74 bhp @ 4000 rpm,5,515000
2018,50000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,550000
2014,65000,Diesel,Individual,Manual,First,1461 cc,108 bhp @ 3900 rpm,5,550000
2018,20000,Petrol,Individual,Automatic,First,1199 cc,84 bhp @ 6000 rpm,5,555000
2017,24000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,391000
2017,36000,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,560000
2013,117000,Diesel,Individual,Automatic,First,1968 cc,174 bhp @ 4200 rpm,5,1420000
2021,24000,Petrol,Individual,Manual,First,999 cc,109 bhp @ 5000 rpm,5,950000
2017,82000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,490000
2016,78000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1044999
2017,45000,Diesel,Individual,Automatic,Second,2967 cc,245 bhp @ 2910 rpm,7,5200000
2019,50000,Petrol,Individual,Automatic,First,1591 cc,121 bhp @ 6300 rpm,5,1125000
2014,24000,Diesel,Individual,Automatic,Second,1496 cc,114 bhp @ 4000 rpm,5,1950000
2009,77000,Petrol,Individual,Manual,Second,1298 cc,87@6000,5,260000
2009,55000,Petrol,Individual,Manual,First,1197 cc,80@5200,5,165000
2018,66000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,490000
2012,37000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,185000
